-182.582, 63.465, 3.180,  7.606
-182.577, 63.359, 3.191,  7.639
-182.573, 63.252, 3.202,  7.672
-182.569, 63.145, 3.212,  7.705
-182.566, 63.038, 3.223,  7.738
-182.562, 62.930, 3.234,  7.771
-182.558, 62.822, 3.244,  7.804
-182.554, 62.714, 3.255,  7.837
-182.550, 62.605, 3.266,  7.870
-182.546, 62.496, 3.277,  7.903
-182.542, 62.387, 3.288,  7.936
-182.538, 62.277, 3.299,  7.969
-182.534, 62.167, 3.310,  8.002
-182.531, 62.056, 3.321,  8.035
-182.527, 61.945, 3.332,  8.068
-182.523, 61.834, 3.343,  8.101
-182.519, 61.722, 3.354,  8.134
-182.515, 61.610, 3.365,  8.167
-182.512, 61.498, 3.376,  8.200
-182.508, 61.385, 3.387,  8.233
-182.504, 61.272, 3.399,  8.266
-182.501, 61.158, 3.410,  8.299
-182.497, 61.044, 3.421,  8.332
-182.493, 60.930, 3.433,  8.365
-182.490, 60.816, 3.444,  8.398
-182.486, 60.701, 3.456,  8.431
-182.483, 60.585, 3.467,  8.464
-182.479, 60.469, 3.479,  8.497
-182.476, 60.353, 3.490,  8.530
-182.472, 60.236, 3.502,  8.563
-182.468, 60.120, 3.513,  8.596
-182.465, 60.002, 3.525,  8.629
-182.462, 59.884, 3.537,  8.662
-182.458, 59.766, 3.549,  8.695
-182.455, 59.648, 3.560,  8.728
-182.451, 59.529, 3.572,  8.761
-182.448, 59.409, 3.584,  8.794
-182.444, 59.290, 3.596,  8.827
-182.441, 59.170, 3.608,  8.860
-182.438, 59.049, 3.620,  8.893
-182.434, 58.928, 3.632,  8.926
-182.431, 58.807, 3.644,  8.959
-182.428, 58.685, 3.656,  8.992
-182.424, 58.563, 3.668,  9.025
-182.421, 58.440, 3.681,  9.058
-182.418, 58.317, 3.693,  9.091
-182.415, 58.194, 3.705,  9.124
-182.411, 58.070, 3.718,  9.157
-182.408, 57.946, 3.730,  9.190
-182.405, 57.822, 3.743,  9.223
-182.402, 57.696, 3.755,  9.256
-182.398, 57.571, 3.768,  9.289
-182.395, 57.445, 3.780,  9.322
-182.392, 57.319, 3.793,  9.355
-182.389, 57.192, 3.805,  9.388
-182.386, 57.065, 3.818,  9.421
-182.383, 56.938, 3.831,  9.454
-182.380, 56.810, 3.843,  9.487
-182.377, 56.681, 3.856,  9.520
-182.374, 56.552, 3.869,  9.553
-182.370, 56.423, 3.882,  9.586
-182.367, 56.293, 3.895,  9.619
-182.364, 56.163, 3.908,  9.652
-182.361, 56.033, 3.921,  9.685
-182.358, 55.902, 3.933,  9.718
-182.355, 55.770, 3.946,  9.751
-182.352, 55.638, 3.959,  9.784
-182.349, 55.506, 3.972,  9.817
-182.346, 55.374, 3.985,  9.850
-182.344, 55.240, 3.998,  9.883
-182.341, 55.107, 4.011,  9.916
-182.338, 54.973, 4.024,  9.949
-182.335, 54.838, 4.037,  9.982
-182.332, 54.704, 4.050, 10.015
-182.329, 54.568, 4.063, 10.048
-182.326, 54.432, 4.077, 10.081
-182.323, 54.296, 4.090, 10.114
-182.321, 54.160, 4.103, 10.147
-182.318, 54.023, 4.117, 10.180
-182.315, 53.885, 4.130, 10.213
-182.312, 53.747, 4.144, 10.246
-182.309, 53.609, 4.157, 10.279
-182.307, 53.470, 4.171, 10.312
-182.304, 53.330, 4.185, 10.345
-182.301, 53.191, 4.199, 10.378
-182.298, 53.050, 4.212, 10.411
-182.295, 52.910, 4.226, 10.444
-182.293, 52.768, 4.240, 10.477
-182.290, 52.627, 4.254, 10.510
-182.287, 52.485, 4.268, 10.543
-182.285, 52.342, 4.282, 10.576
-182.282, 52.199, 4.296, 10.609
-182.279, 52.055, 4.310, 10.642
-182.277, 51.911, 4.325, 10.675
-182.274, 51.767, 4.339, 10.708
-182.271, 51.622, 4.353, 10.741
-182.269, 51.476, 4.368, 10.774
-182.266, 51.330, 4.382, 10.807
-182.263, 51.184, 4.396, 10.840
-182.261, 51.037, 4.411, 10.873
-182.258, 50.890, 4.425, 10.906
-182.256, 50.742, 4.440, 10.939
-182.253, 50.594, 4.455, 10.972
-182.251, 50.445, 4.469, 11.005
-182.248, 50.295, 4.484, 11.038
-182.245, 50.146, 4.499, 11.071
-182.243, 49.995, 4.514, 11.104
-182.240, 49.844, 4.529, 11.137
-182.238, 49.693, 4.544, 11.170
-182.235, 49.541, 4.559, 11.203
-182.233, 49.389, 4.574, 11.236
-182.230, 49.236, 4.589, 11.269
-182.228, 49.083, 4.604, 11.302
-182.225, 48.929, 4.619, 11.335
-182.223, 48.775, 4.634, 11.368
-182.221, 48.620, 4.650, 11.401
-182.218, 48.464, 4.665, 11.434
-182.216, 48.309, 4.680, 11.467
-182.213, 48.152, 4.696, 11.500
-182.211, 47.995, 4.711, 11.533
-182.208, 47.838, 4.727, 11.566
-182.206, 47.680, 4.743, 11.599
-182.204, 47.521, 4.758, 11.632
-182.201, 47.362, 4.774, 11.665
-182.199, 47.203, 4.790, 11.698
-182.196, 47.043, 4.806, 11.731
-182.194, 46.882, 4.822, 11.764
-182.192, 46.721, 4.838, 11.797
-182.189, 46.560, 4.854, 11.830
-182.187, 46.397, 4.870, 11.863
-182.185, 46.235, 4.886, 11.896
-182.182, 46.071, 4.902, 11.929
-182.180, 45.908, 4.918, 11.962
-182.178, 45.743, 4.935, 11.995
-182.175, 45.578, 4.951, 12.028
-182.173, 45.413, 4.967, 12.061
-182.171, 45.247, 4.984, 12.094
-182.169, 45.080, 5.000, 12.127
-182.166, 44.913, 5.017, 12.160
-182.164, 44.746, 5.033, 12.193
-182.162, 44.578, 5.050, 12.226
-182.160, 44.409, 5.067, 12.259
-182.157, 44.239, 5.083, 12.292
-182.155, 44.070, 5.099, 12.325
-182.153, 43.899, 5.109, 12.358
-182.151, 43.729, 5.107, 12.391
-182.148, 43.559, 5.092, 12.424
-182.146, 43.390, 5.078, 12.457
-182.144, 43.222, 5.068, 12.490
-182.142, 43.053, 5.064, 12.523
-182.140, 42.884, 5.066, 12.556
-182.138, 42.715, 5.074, 12.589
-182.135, 42.546, 5.087, 12.622
-182.133, 42.376, 5.106, 12.655
-182.131, 42.205, 5.131, 12.688
-182.129, 42.033, 5.161, 12.721
-182.127, 41.860, 5.196, 12.754
-182.125, 41.685, 5.234, 12.787
-182.123, 41.510, 5.275, 12.820
-182.120, 41.332, 5.319, 12.853
-182.118, 41.154, 5.363, 12.886
-182.116, 40.974, 5.408, 12.919
-182.114, 40.792, 5.451, 12.952
-182.112, 40.609, 5.492, 12.985
-182.110, 40.425, 5.529, 13.018
-182.108, 40.240, 5.563, 13.051
-182.105, 40.054, 5.593, 13.084
-182.103, 39.867, 5.618, 13.117
-182.101, 39.679, 5.639, 13.150
-182.099, 39.490, 5.656, 13.183
-182.097, 39.302, 5.669, 13.216
-182.095, 39.113, 5.679, 13.249
-182.093, 38.923, 5.687, 13.282
-182.091, 38.734, 5.693, 13.315
-182.089, 38.544, 5.697, 13.348
-182.086, 38.354, 5.702, 13.381
-182.084, 38.164, 5.706, 13.414
-182.082, 37.974, 5.711, 13.447
-182.080, 37.783, 5.718, 13.480
-182.078, 37.593, 5.726, 13.513
-182.076, 37.401, 5.736, 13.546
-182.074, 37.210, 5.748, 13.579
-182.072, 37.018, 5.762, 13.612
-182.070, 36.825, 5.778, 13.645
-182.068, 36.632, 5.797, 13.678
-182.066, 36.438, 5.818, 13.711
-182.064, 36.244, 5.841, 13.744
-182.062, 36.048, 5.865, 13.777
-182.060, 35.852, 5.892, 13.810
-182.058, 35.655, 5.919, 13.843
-182.056, 35.457, 5.947, 13.876
-182.054, 35.258, 5.975, 13.909
-182.052, 35.058, 6.004, 13.942
-182.050, 34.857, 6.032, 13.975
-182.048, 34.655, 6.059, 14.008
-182.046, 34.452, 6.086, 14.041
-182.044, 34.249, 6.111, 14.074
-182.042, 34.044, 6.135, 14.107
-182.040, 33.839, 6.158, 14.140
-182.038, 33.633, 6.179, 14.173
-182.036, 33.427, 6.199, 14.206
-182.034, 33.220, 6.218, 14.239
-182.032, 33.012, 6.236, 14.272
-182.030, 32.804, 6.253, 14.305
-182.028, 32.595, 6.269, 14.338
-182.026, 32.385, 6.285, 14.371
-182.024, 32.176, 6.301, 14.404
-182.023, 31.965, 6.317, 14.437
-182.021, 31.754, 6.333, 14.470
-182.019, 31.543, 6.350, 14.503
-182.017, 31.330, 6.368, 14.536
-182.015, 31.118, 6.386, 14.569
-182.013, 30.904, 6.405, 14.602
-182.011, 30.690, 6.425, 14.635
-182.009, 30.475, 6.446, 14.668
-182.007, 30.260, 6.468, 14.701
-182.005, 30.044, 6.490, 14.734
-182.003, 29.827, 6.514, 14.767
-182.001, 29.609, 6.537, 14.800
-181.999, 29.390, 6.562, 14.833
-181.997, 29.171, 6.586, 14.866
-181.996, 28.951, 6.611, 14.899
-181.994, 28.729, 6.636, 14.932
-181.992, 28.507, 6.661, 14.965
-181.990, 28.285, 6.686, 14.998
-181.988, 28.061, 6.710, 15.031
-181.986, 27.837, 6.734, 15.064
-181.984, 27.612, 6.758, 15.097
-181.982, 27.386, 6.780, 15.130
-181.980, 27.159, 6.802, 15.163
-181.978, 26.932, 6.824, 15.196
-181.976, 26.704, 6.845, 15.229
-181.975, 26.475, 6.865, 15.262
-181.973, 26.246, 6.886, 15.295
-181.971, 26.016, 6.906, 15.328
-181.969, 25.785, 6.927, 15.361
-181.967, 25.554, 6.947, 15.394
-181.965, 25.321, 6.968, 15.427
-181.963, 25.089, 6.989, 15.460
-181.961, 24.855, 7.011, 15.493
-181.959, 24.621, 7.033, 15.526
-181.958, 24.386, 7.055, 15.559
-181.956, 24.150, 7.078, 15.592
-181.954, 23.913, 7.102, 15.625
-181.952, 23.676, 7.126, 15.658
-181.950, 23.438, 7.150, 15.691
-181.948, 23.199, 7.174, 15.724
-181.946, 22.959, 7.199, 15.757
-181.944, 22.718, 7.224, 15.790
-181.943, 22.477, 7.249, 15.823
-181.941, 22.235, 7.274, 15.856
-181.939, 21.991, 7.299, 15.889
-181.937, 21.747, 7.324, 15.922
-181.935, 21.503, 7.349, 15.955
-181.933, 21.257, 7.374, 15.988
-181.931, 21.011, 7.399, 16.021
-181.929, 20.763, 7.424, 16.054
-181.928, 20.515, 7.448, 16.087
-181.926, 20.266, 7.473, 16.120
-181.924, 20.017, 7.497, 16.153
-181.922, 19.766, 7.522, 16.186
-181.920, 19.515, 7.546, 16.219
-181.918, 19.263, 7.570, 16.252
-181.916, 19.010, 7.594, 16.285
-181.914, 18.756, 7.618, 16.318
-181.913, 18.501, 7.642, 16.351
-181.911, 18.246, 7.667, 16.384
-181.909, 17.990, 7.691, 16.417
-181.907, 17.733, 7.716, 16.450
-181.905, 17.475, 7.740, 16.483
-181.903, 17.216, 7.765, 16.516
-181.901, 16.957, 7.790, 16.549
-181.899, 16.697, 7.815, 16.582
-181.898, 16.435, 7.841, 16.615
-181.896, 16.173, 7.867, 16.648
-181.894, 15.911, 7.893, 16.681
-181.892, 15.647, 7.919, 16.714
-181.890, 15.382, 7.945, 16.747
-181.888, 15.117, 7.971, 16.780
-181.886, 14.850, 7.998, 16.813
-181.884, 14.583, 8.025, 16.846
-181.883, 14.315, 8.052, 16.879
-181.881, 14.046, 8.079, 16.912
-181.879, 13.776, 8.106, 16.945
-181.877, 13.505, 8.133, 16.978
-181.875, 13.233, 8.160, 17.011
-181.873, 12.960, 8.187, 17.044
-181.871, 12.687, 8.215, 17.077
-181.869, 12.412, 8.242, 17.110
-181.867, 12.137, 8.270, 17.143
-181.865, 11.861, 8.297, 17.176
-181.863, 11.583, 8.325, 17.209
-181.862, 11.305, 8.352, 17.242
-181.860, 11.026, 8.380, 17.275
-181.858, 10.746, 8.408, 17.308
-181.856, 10.465, 8.435, 17.341
-181.854, 10.183, 8.463, 17.374
-181.852, 9.900, 8.491, 17.407
-181.850, 9.617, 8.519, 17.440
-181.848, 9.332, 8.547, 17.473
-181.846, 9.046, 8.575, 17.506
-181.844, 8.760, 8.604, 17.539
-181.842, 8.472, 8.632, 17.572
-181.840, 8.184, 8.660, 17.605
-181.838, 7.894, 8.689, 17.638
-181.836, 7.604, 8.718, 17.671
-181.834, 7.313, 8.746, 17.704
-181.832, 7.020, 8.775, 17.737
-181.831, 6.727, 8.804, 17.770
-181.829, 6.433, 8.833, 17.803
-181.827, 6.138, 8.863, 17.836
-181.825, 5.842, 8.892, 17.869
-181.823, 5.545, 8.921, 17.902
-181.821, 5.246, 8.951, 17.935
-181.819, 4.947, 8.980, 17.968
-181.817, 4.647, 9.010, 18.001
-181.815, 4.346, 9.040, 18.034
-181.813, 4.044, 9.070, 18.067
-181.811, 3.741, 9.100, 18.100
-181.809, 3.437, 9.130, 18.133
-181.807, 3.132, 9.160, 18.166
-181.805, 2.826, 9.190, 18.199
-181.803, 2.519, 9.221, 18.232
-181.801, 2.210, 9.251, 18.265
-181.799, 1.901, 9.282, 18.298
-181.797, 1.591, 9.313, 18.331
-181.795, 1.280, 9.343, 18.364
-181.793, 0.968, 9.374, 18.397
-181.791, 0.654, 9.405, 18.430
-181.789, 0.340, 9.437, 18.463
-181.787, 0.025, 9.468, 18.496
-181.785, -0.292, 9.499, 18.529
-181.783, -0.609, 9.531, 18.562
-181.780, -0.927, 9.562, 18.595
-181.778, -1.247, 9.594, 18.628
-181.776, -1.568, 9.625, 18.661
-181.774, -1.889, 9.657, 18.694
-181.772, -2.212, 9.689, 18.727
-181.770, -2.536, 9.721, 18.760
-181.768, -2.861, 9.753, 18.793
-181.766, -3.187, 9.786, 18.826
-181.764, -3.514, 9.818, 18.859
-181.762, -3.842, 9.850, 18.892
-181.760, -4.171, 9.883, 18.925
-181.758, -4.501, 9.916, 18.958
-181.755, -4.832, 9.948, 18.991
-181.753, -5.165, 9.981, 19.024
-181.751, -5.498, 10.014, 19.057
-181.749, -5.833, 10.047, 19.090
-181.747, -6.169, 10.080, 19.123
-181.745, -6.506, 10.114, 19.156
-181.743, -6.844, 10.147, 19.189
-181.740, -7.183, 10.180, 19.222
-181.738, -7.523, 10.214, 19.255
-181.736, -7.864, 10.248, 19.288
-181.734, -8.207, 10.282, 19.321
-181.732, -8.550, 10.315, 19.354
-181.730, -8.895, 10.350, 19.387
-181.727, -9.241, 10.384, 19.420
-181.725, -9.588, 10.418, 19.453
-181.723, -9.936, 10.452, 19.486
-181.721, -10.285, 10.487, 19.519
-181.719, -10.636, 10.521, 19.552
-181.716, -10.987, 10.556, 19.585
-181.714, -11.340, 10.591, 19.618
-181.712, -11.694, 10.626, 19.651
-181.710, -12.049, 10.661, 19.684
-181.707, -12.405, 10.696, 19.717
-181.705, -12.763, 10.731, 19.750
-181.703, -13.121, 10.767, 19.783
-181.701, -13.481, 10.802, 19.816
-181.698, -13.842, 10.838, 19.849
-181.696, -14.204, 10.873, 19.882
-181.694, -14.567, 10.909, 19.915
-181.691, -14.932, 10.945, 19.948
-181.689, -15.298, 10.981, 19.981
-181.687, -15.665, 11.017, 20.014
-181.684, -16.033, 11.054, 20.047
-181.682, -16.402, 11.090, 20.080
-181.680, -16.773, 11.127, 20.113
-181.677, -17.145, 11.163, 20.146
-181.675, -17.518, 11.200, 20.179
-181.673, -17.892, 11.237, 20.212
-181.670, -18.267, 11.274, 20.245
-181.668, -18.644, 11.311, 20.278
-181.665, -19.022, 11.348, 20.311
-181.663, -19.401, 11.386, 20.344
-181.661, -19.782, 11.423, 20.377
-181.658, -20.163, 11.461, 20.410
-181.656, -20.546, 11.499, 20.443
-181.653, -20.931, 11.537, 20.476
-181.651, -21.316, 11.575, 20.509
-181.648, -21.703, 11.613, 20.542
-181.646, -22.091, 11.652, 20.575
-181.643, -22.480, 11.691, 20.608
-181.641, -22.871, 11.730, 20.641
-181.638, -23.263, 11.769, 20.674
-181.636, -23.656, 11.808, 20.707
-181.633, -24.051, 11.848, 20.740
-181.631, -24.447, 11.888, 20.773
-181.628, -24.844, 11.928, 20.806
-181.626, -25.243, 11.968, 20.839
-181.623, -25.643, 12.008, 20.872
-181.621, -26.044, 12.048, 20.905
-181.618, -26.447, 12.089, 20.938
-181.615, -26.851, 12.130, 20.971
-181.613, -27.256, 12.171, 21.004
-181.610, -27.663, 12.212, 21.037
-181.607, -28.071, 12.253, 21.070
-181.605, -28.480, 12.294, 21.103
-181.602, -28.891, 12.336, 21.136
-181.600, -29.304, 12.377, 21.169
-181.597, -29.717, 12.419, 21.202
-181.594, -30.132, 12.461, 21.235
-181.592, -30.549, 12.503, 21.268
-181.589, -30.966, 12.545, 21.301
-181.586, -31.386, 12.587, 21.334
-181.583, -31.806, 12.629, 21.367
-181.581, -32.228, 12.671, 21.400
-181.578, -32.652, 12.713, 21.433
-181.575, -33.077, 12.756, 21.466
-181.572, -33.503, 12.799, 21.499
-181.570, -33.931, 12.841, 21.532
-181.567, -34.360, 12.884, 21.565
-181.564, -34.790, 12.927, 21.598
-181.561, -35.222, 12.970, 21.631
-181.558, -35.656, 13.013, 21.664
-181.555, -36.090, 13.056, 21.697
-181.553, -36.527, 13.100, 21.730
-181.550, -36.965, 13.143, 21.763
-181.547, -37.404, 13.187, 21.796
-181.544, -37.844, 13.231, 21.829
-181.541, -38.287, 13.274, 21.862
-181.538, -38.730, 13.318, 21.895
-181.535, -39.175, 13.362, 21.928
-181.532, -39.622, 13.407, 21.961
-181.529, -40.070, 13.451, 21.994
-181.526, -40.519, 13.495, 22.027
-181.523, -40.970, 13.540, 22.060
-181.520, -41.423, 13.585, 22.093
-181.517, -41.877, 13.630, 22.126
-181.514, -42.332, 13.675, 22.159
-181.511, -42.789, 13.720, 22.192
-181.508, -43.248, 13.765, 22.225
-181.505, -43.708, 13.811, 22.258
-181.502, -44.169, 13.857, 22.291
-181.499, -44.632, 13.902, 22.324
-181.495, -45.097, 13.948, 22.357
-181.492, -45.563, 13.995, 22.390
-181.489, -46.030, 14.041, 22.423
-181.486, -46.500, 14.087, 22.456
-181.483, -46.970, 14.134, 22.489
-181.480, -47.443, 14.181, 22.522
-181.476, -47.917, 14.227, 22.555
-181.473, -48.392, 14.275, 22.588
-181.470, -48.869, 14.322, 22.621
-181.467, -49.348, 14.369, 22.654
-181.463, -49.828, 14.417, 22.687
-181.460, -50.310, 14.464, 22.720
-181.457, -50.793, 14.512, 22.753
-181.453, -51.278, 14.560, 22.786
-181.450, -51.764, 14.608, 22.819
-181.447, -52.253, 14.657, 22.852
-181.443, -52.742, 14.705, 22.885
-181.440, -53.234, 14.754, 22.918
-181.436, -53.727, 14.802, 22.951
-181.433, -54.221, 14.851, 22.984
-181.429, -54.718, 14.900, 23.017
